Timestamp,Cloud Size (px)
2025-03-12T20:19:54,777.0
2025-03-12T20:19:54,814.0
2025-03-12T20:19:54,814.0
2025-03-12T20:19:54,888.0
2025-03-12T20:19:54,814.0
2025-03-12T20:19:55,300.0
2025-03-12T20:19:55,304.0
2025-03-12T20:19:55,320.0
2025-03-12T20:19:55,770.0
2025-03-12T20:19:55,806.0
2025-03-12T20:19:55,792.0
2025-03-12T20:19:55,814.0
2025-03-12T20:19:55,814.0
2025-03-12T20:19:55,684.0
2025-03-12T20:19:55,210.0
2025-03-12T20:19:55,210.0
2025-03-12T20:19:55,720.0
2025-03-12T20:19:55,285.0
2025-03-12T20:19:55,270.0
2025-03-12T20:19:55,240.0
2025-03-12T20:19:55,810.0
2025-03-12T20:19:55,744.0
2025-03-12T20:19:55,744.0
2025-03-12T20:19:55,182.0
2025-03-12T20:19:55,182.0
2025-03-12T20:19:55,270.0
2025-03-12T20:19:55,270.0
2025-03-12T20:19:55,270.0
2025-03-12T20:19:55,806.0
2025-03-12T20:19:55,806.0
2025-03-12T20:19:55,340.0
2025-03-12T20:19:55,340.0
2025-03-12T20:19:55,980.0
2025-03-12T20:19:55,840.0
2025-03-12T20:19:55,925.0
2025-03-12T20:19:56,1036.0
2025-03-12T20:19:56,1036.0
2025-03-12T20:19:56,962.0
2025-03-12T20:19:56,851.0
2025-03-12T20:19:56,851.0
2025-03-12T20:19:56,999.0
2025-03-12T20:19:56,1073.0
2025-03-12T20:19:56,888.0
2025-03-12T20:19:56,962.0
2025-03-12T20:19:56,1064.0
2025-03-12T20:19:56,720.0
2025-03-12T20:19:56,700.0
2025-03-12T20:19:56,672.0
2025-03-12T20:19:56,720.0
2025-03-12T20:19:56,760.0
2025-03-12T20:19:56,836.0
2025-03-12T20:19:56,936.0
2025-03-12T20:19:56,728.0
2025-03-12T20:19:56,624.0
2025-03-12T20:19:56,874.0
2025-03-12T20:19:56,777.0
2025-03-12T20:19:56,988.0
2025-03-12T20:19:56,988.0
2025-03-12T20:19:56,1064.0
2025-03-12T20:19:56,999.0
2025-03-12T20:19:56,999.0
2025-03-12T20:19:56,1073.0
2025-03-12T20:19:56,1110.0
2025-03-12T20:19:56,999.0
2025-03-12T20:19:56,1036.0
2025-03-12T20:19:57,999.0
2025-03-12T20:19:57,999.0
2025-03-12T20:19:57,1036.0
2025-03-12T20:19:57,1102.0
2025-03-12T20:19:57,925.0
2025-03-12T20:19:57,999.0
2025-03-12T20:19:57,1073.0
2025-03-12T20:19:57,1360.0
2025-03-12T20:19:57,3021.0
2025-03-12T20:19:57,2915.0
2025-03-12T20:19:57,2805.0
2025-03-12T20:19:57,2856.0
2025-03-12T20:19:57,999.0
2025-03-12T20:19:57,1102.0
2025-03-12T20:19:57,900.0
2025-03-12T20:19:57,1073.0
2025-03-12T20:19:57,1102.0
2025-03-12T20:19:57,1102.0
2025-03-12T20:19:57,1008.0
2025-03-12T20:19:57,1008.0
2025-03-12T20:19:57,1044.0
2025-03-12T20:19:57,1008.0
2025-03-12T20:19:57,936.0
2025-03-12T20:19:57,1080.0
2025-03-12T20:19:57,936.0
2025-03-12T20:19:57,962.0
2025-03-12T20:19:57,925.0
2025-03-12T20:19:57,814.0
2025-03-12T20:19:57,726.0
2025-03-12T20:19:57,792.0
2025-03-12T20:19:58,682.0
2025-03-12T20:19:58,1050.0
2025-03-12T20:19:58,1050.0
2025-03-12T20:19:58,1240.0
2025-03-12T20:19:58,1462.0
2025-03-12T20:19:58,1692.0
2025-03-12T20:19:58,2200.0
2025-03-12T20:19:58,2860.0
2025-03-12T20:19:58,3717.0
2025-03-12T20:19:58,4757.0
2025-03-12T20:19:58,5328.0
2025-03-12T20:19:58,6162.0
2025-03-12T20:19:58,6557.0
2025-03-12T20:19:58,5427.0
2025-03-12T20:19:58,5934.0
2025-03-12T20:19:58,112413.0
2025-03-12T20:19:58,7238.0
2025-03-12T20:19:58,7566.0
2025-03-12T20:19:58,8400.0
2025-03-12T20:19:58,9240.0
2025-03-12T20:19:58,9990.0
2025-03-12T20:19:58,10904.0
2025-03-12T20:19:58,13200.0
2025-03-12T20:19:58,14036.0
2025-03-12T20:19:58,13899.0
2025-03-12T20:19:58,15488.0
2025-03-12T20:19:58,17010.0
2025-03-12T20:19:58,18602.0
2025-03-12T20:19:58,19684.0
2025-03-12T20:19:58,21390.0
2025-03-12T20:19:59,22080.0
2025-03-12T20:19:59,23309.0
2025-03-12T20:19:59,24048.0
2025-03-12T20:19:59,25284.0
2025-03-12T20:19:59,25725.0
2025-03-12T20:19:59,25696.0
2025-03-12T20:19:59,27784.0
2025-03-12T20:19:59,28120.0
2025-03-12T20:19:59,28880.0
2025-03-12T20:19:59,29915.0
2025-03-12T20:19:59,31878.0
2025-03-12T20:19:59,32964.0
2025-03-12T20:19:59,34272.0
2025-03-12T20:19:59,34340.0
2025-03-12T20:19:59,36695.0
2025-03-12T20:19:59,37740.0
2025-03-12T20:19:59,40320.0
2025-03-12T20:19:59,40376.0
2025-03-12T20:19:59,40803.0
2025-03-12T20:19:59,41006.0
2025-03-12T20:19:59,40600.0
2025-03-12T20:19:59,40788.0
2025-03-12T20:19:59,42420.0
2025-03-12T20:19:59,39996.0
2025-03-12T20:19:59,39999.0
2025-03-12T20:19:59,33276.0
2025-03-12T20:19:59,33642.0
2025-03-12T20:19:59,33642.0
2025-03-12T20:19:59,33099.0
2025-03-12T20:19:59,32912.0
2025-03-12T20:20:00,33115.0
2025-03-12T20:20:00,33300.0
2025-03-12T20:20:00,32745.0
2025-03-12T20:20:00,29929.0
2025-03-12T20:20:00,30090.0
2025-03-12T20:20:00,29893.0
2025-03-12T20:20:00,30394.0
2025-03-12T20:20:00,30855.0
2025-03-12T20:20:00,30720.0
2025-03-12T20:20:00,30846.0
2025-03-12T20:20:00,31840.0
2025-03-12T20:20:00,30906.0
2025-03-12T20:20:00,31310.0
2025-03-12T20:20:00,31930.0
2025-03-12T20:20:00,32589.0
2025-03-12T20:20:00,33354.0
2025-03-12T20:20:00,34048.0
2025-03-12T20:20:00,25122.0
2025-03-12T20:20:00,36952.0
2025-03-12T20:20:00,36852.0
2025-03-12T20:20:00,25149.0
2025-03-12T20:20:00,23594.0
2025-03-12T20:20:00,23030.0
2025-03-12T20:20:00,18972.0
2025-03-12T20:20:00,14558.0
2025-03-12T20:20:00,14592.0
2025-03-12T20:20:00,14674.0
2025-03-12T20:20:00,6164.0
2025-03-12T20:20:00,6164.0
2025-03-12T20:20:00,5082.0
2025-03-12T20:20:01,4838.0
2025-03-12T20:20:01,2592.0
2025-03-12T20:20:01,2108.0
2025-03-12T20:20:01,1431.0
2025-03-12T20:20:01,1365.0
2025-03-12T20:20:01,1326.0
2025-03-12T20:20:01,1292.0
2025-03-12T20:20:01,1330.0
2025-03-12T20:20:01,1330.0
2025-03-12T20:20:01,1292.0
2025-03-12T20:20:01,1292.0
2025-03-12T20:20:01,1224.0
2025-03-12T20:20:01,1330.0
2025-03-12T20:20:01,1292.0
2025-03-12T20:20:01,1216.0
2025-03-12T20:20:01,1216.0
2025-03-12T20:20:01,1184.0
2025-03-12T20:20:01,1116.0
2025-03-12T20:20:01,1147.0
2025-03-12T20:20:01,1116.0
2025-03-12T20:20:01,1110.0
2025-03-12T20:20:01,1184.0
2025-03-12T20:20:01,1044.0
2025-03-12T20:20:01,1110.0
2025-03-12T20:20:01,1110.0
2025-03-12T20:20:01,1044.0
2025-03-12T20:20:01,952.0
2025-03-12T20:20:01,729.0
2025-03-12T20:20:01,896.0
2025-03-12T20:20:01,896.0
2025-03-12T20:20:02,775.0
2025-03-12T20:20:02,864.0
2025-03-12T20:20:02,650.0
2025-03-12T20:20:02,550.0
2025-03-12T20:20:02,500.0
2025-03-12T20:20:02,624.0
2025-03-12T20:20:02,704.0
2025-03-12T20:20:02,702.0
2025-03-12T20:20:02,650.0
2025-03-12T20:20:02,810.0
2025-03-12T20:20:02,750.0
2025-03-12T20:20:02,756.0
2025-03-12T20:20:02,638.0
2025-03-12T20:20:02,624.0
2025-03-12T20:20:02,775.0
2025-03-12T20:20:02,624.0
2025-03-12T20:20:02,754.0
2025-03-12T20:20:02,783.0
2025-03-12T20:20:02,812.0
2025-03-12T20:20:02,810.0
2025-03-12T20:20:02,750.0
2025-03-12T20:20:02,651.0
2025-03-12T20:20:02,638.0
2025-03-12T20:20:02,660.0
2025-03-12T20:20:02,840.0
2025-03-12T20:20:02,780.0
2025-03-12T20:20:02,702.0
2025-03-12T20:20:02,868.0
2025-03-12T20:20:02,837.0
2025-03-12T20:20:02,810.0
2025-03-12T20:20:03,812.0
2025-03-12T20:20:03,648.0
2025-03-12T20:20:03,648.0
2025-03-12T20:20:03,648.0
2025-03-12T20:20:03,690.0
2025-03-12T20:20:03,690.0
2025-03-12T20:20:03,667.0
2025-03-12T20:20:03,667.0
2025-03-12T20:20:03,690.0
2025-03-12T20:20:03,580.0
2025-03-12T20:20:03,580.0
2025-03-12T20:20:03,702.0
2025-03-12T20:20:03,900.0
2025-03-12T20:20:03,900.0
2025-03-12T20:20:03,690.0
2025-03-12T20:20:03,600.0
2025-03-12T20:20:03,600.0
2025-03-12T20:20:03,588.0
2025-03-12T20:20:03,588.0
2025-03-12T20:20:03,304.0
2025-03-12T20:20:03,304.0
2025-03-12T20:20:03,304.0
2025-03-12T20:20:03,440.0
2025-03-12T20:20:03,168.0
2025-03-12T20:20:03,168.0
2025-03-12T20:20:03,112.0
2025-03-12T20:20:03,112.0
2025-03-12T20:20:03,132.0
2025-03-12T20:20:03,132.0
2025-03-12T20:20:03,132.0
2025-03-12T20:20:04,56.0
2025-03-12T20:20:04,56.0
2025-03-12T20:20:04,112.0
2025-03-12T20:20:04,132.0
2025-03-12T20:20:04,36.0
2025-03-12T20:20:04,72.0
2025-03-12T20:20:04,30.0
2025-03-12T20:20:04,108.0
2025-03-12T20:20:04,119.0
2025-03-12T20:20:04,140.0
2025-03-12T20:20:04,128.0
2025-03-12T20:20:04,180.0
2025-03-12T20:20:04,230.0
2025-03-12T20:20:04,180.0
2025-03-12T20:20:04,160.0
2025-03-12T20:20:04,220.0
2025-03-12T20:20:04,190.0
2025-03-12T20:20:04,184.0
2025-03-12T20:20:04,180.0
